"Certainty.to.vote.in.general.election.10.is.certain","GEVote","DidyouvoteGE2015","Past.vote","Eurefvote","Certainty.to.vote.in.EU.referendum.10.is.certain","Gender","Age","Region","Ethnicity","Education","Housing","mosaic_2014_groups","postcode","parliamentary_constituency","local_authority"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Male","64","London","White","Level.4","Owned.with.a.mortgage.or.loan","A","SW17 ","E14000998","E09000032"
NA,"Conservative","Yes.I.voted","Conservative","Leave","10","Female","56","Wales","White","Level.3","Rented.from.council/local.authority","I","CF37 ","W07000075","W06000016"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","30","London","Asian./.Asian.British:.Indian","Level.4","Prefer.not.to.say","N","UB4 ","E14000737","E09000017"
"10","Dont.know","Yes.I.voted","Labour","Dont.know","9","Female","78","Yorkshire.and.The.Humber","White","Level.1","Rented.from.council/local.authority","E","SY5 ","E14000926","E06000051"
"9","Conservative","Yes.I.voted","Conservative","Remain","9","Male","29","South.West","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","O","BS3 ","E14000601","E06000023"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Dont.know","Dont.know","Male","44","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","A","AB12 ","S14000002","S12000033"
"3","Dont.know","Yes.I.voted","Conservative","Dont.know","1","Female","51","East.Midlands","White","Level.2","Prefer.not.to.say","D","TR1 ","E14001003","E06000052"
"10","Labour","Yes.I.voted","Labour","Remain","10","Female","Prefer.not.to.say","South.West","Prefer.not.to.say","Level.2","Owned.outright.by.household","E","TR27 ","E14000616","E06000052"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Leave","10","Female","38","Wales","White","Level.3","Rented.from.council/local.authority","D","LL68 ","W07000041","W06000001"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","49","London","Other.ethnic.group","Level.1.or.2","Being.bought.on.a.mortgage","N","NW9 ","E14000592","E09000005"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP",NA,NA,"Male","34","Scotland","White","No.formal.qualifications","Being.bought.on.a.mortgage","G","EH54 ","S14000044","S12000040"
"10","UKIP","No.I.wanted.to.vote.but.was.unable.to.do.so","0",NA,NA,"Female","63","East.of.England","White","Level.1.or.2","Owned.outright.by.household","F","SG8 ","E14000845","E07000099"
NA,"Labour","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Male","50","Scotland","White","0","Rented.from.council/local.authority","O","G33 ","S14000011","S12000044"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","32","London","White","Level.1","Owned.outright.by.household","O","CO15 ","E14000642","E07000076"
"8","UKIP","Yes.I.voted","UKIP","Leave","10","Female","36","South.East","White","Level.1","Owned.with.a.mortgage.or.loan","H","KT11 ","E14000697","E07000207"
NA,"Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Liberal.Democrat","Remain","10","Female","64","Wales","White","Level.3","Rented.from.council/local.authority","K","NP12 ","W07000077","W06000018"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","5","Female","44","Yorkshire.and.The.Humber","White","Level.4","Owned.outright.by.household","D","CT11 ","E14000948","E07000114"
"10","Labour","Yes.I.voted","Labour","Leave","10","Male","65","North.West","White","Dont.know","Rented.from.Housing.Association","K","WA7 ","E14001024","E06000006"
"10","Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Conservative","Leave","10","Female","72","Wales","White","Level.1","Rented.from.council/local.authority","M","LL18 ","W07000060","W06000004"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","45","Scotland","White","Level.4","Owned.outright.by.household","M","ML1 ","S14000047","S12000044"
"1","Labour","No.I.chose.not.to.vote","0","Would.not.vote","1","Male","48","South.East","Asian/Asian.British","0","Rented.from.council/local.authority","I","BR8 ","E14000918","E07000111"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Female","33","North.West","White","Other","Rented.from.Local.Authority","J","M6 ","E14000911","E08000006"
"10","Liberal.Democrat","Yes.I.voted","Liberal.Democrat","Leave","10","Female","34","West.Midlands","Asian/Asian.British","Level.4","Owned.with.a.mortgage.or.loan","F","B92 ","E14000931","E08000029"
"10","Plaid.Cymru.-.the.Welsh.Nationalists","Yes.I.voted","Plaid.Cymru-.the.Welsh.Nationalists","Remain","10","Female","54","South.East","White","Level.1","Owned.outright.by.household","G","SA18 ","W07000067","W06000010"
NA,"Liberal.Democrat","Yes.I.voted","Labour","Remain","10","Male","60","Wales","White","Level.1","Prefer.not.to.say","M","CF37 ","W07000075","W06000016"
"10","Labour","Yes.I.voted","Labour","Leave",NA,"Female","65","South.East","White","No.formal.qualifications","Being.bought.on.a.mortgage","E","SS8 ","E14000622","E07000069"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","67","North.East","White","Level.2","Owned.outright.by.household","M","DE65 ","E14000935","E07000039"
"0","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Leave","1","Female","24","North.West","White","No.qualifications","Owned.outright.by.household","H","RG9 ","E14000742","E07000179"
"10","Scottish.National.Party.SNP","Yes.I.voted","Labour","Leave",NA,"Male","39","Scotland","White","Other","Rented.from.Local.Authority","K","EH15 ","S14000022","S12000036"
"Dont.know","Dont.know","No.I.chose.not.to.vote","0","Dont.know",NA,"Female","23","South.East","White","Level.4","Other/Dont.know","H","TN23 ","E14000536","E07000105"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","32","London","White","Level.4","Rented.from.a.private.landlord.or.letting.agency","A","N8 ","E14000752","E09000014"
"10","Labour","Yes.I.voted","Labour","Remain","10","Male","Prefer.not.to.say","North.West","White","Level.2","Owned.with.a.mortgage.or.loan","J","BS40 ","E14001038","E06000024"
"10","Labour","Yes.I.voted","UKIP",NA,NA,"Female","50","London","White","Level.1.or.2","Rented.from.private.landlord","I","RM10 ","E14000540","E09000002"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Female","35","South.East","White","Level.1.or.2","Rented.from.private.landlord","J","RG12 ","E14000586","E06000036"
"7","Labour","No.I.chose.not.to.vote",NA,"Dont.know","6","Male","60","East.of.England","White","Level.2","Owned.outright.by.household","F","RM13 ","E14000657","E09000016"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","59","East.of.England","White","Level.1","Owned.outright.by.household","B","NR9 ","E14000941","E07000149"
NA,"Labour","Yes.I.voted","Labour","Leave","10","Male","55","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","K","CF34 ","W07000074","W06000013"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","61","Scotland","White","Level.4","Owned.outright.by.household","F","KY5 ","S14000036","S12000015"
"10","Conservative","Yes.I.voted","Conservative","Dont.know","3","Male","48","South.East","White","Other","Owned.outright.by.household","L","RH15 ","E14000817","E07000228"
"10","Labour","Yes.I.voted","Labour","Remain",NA,"Female","53","Yorkshire.and.The.Humber","White","Level.4","Rented.from.private.landlord","E","DN36 ","E14000643","E06000012"
"1","None.-.wont.vote","Yes.I.voted","Conservative","Leave","10","Female","52","East.Midlands","White","Level.3","Owned.with.a.mortgage.or.loan","N","NN2 ","E14000861","E07000154"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","Prefer.not.to.say","West.Midlands","White","Level.4","Being.bought.on.a.mortgage","L","EH54 ","S14000044","S12000040"
"10","Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Female","49","Scotland","White","Level.2","Owned.with.a.mortgage.or.loan","I","KY11 ","S14000017","S12000015"
"10","Labour","No.I.wanted.to.vote.but.was.unable.to.do.so","0","Leave","10","Male","36","Yorkshire.and.The.Humber","White","0","Rented.from.council/local.authority","K","DN9 ","E14000596","E06000013"
"5","Dont.know","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Dont.know","5","Female","64","East.Midlands","White","0","Rented.from.a.private.landlord.or.letting.agency","F","EH30 ","S14000026","S12000036"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Male","33","London","Asian./.Asian.British:.Indian","Level.1","Owned.with.a.mortgage.or.loan","G","UB10 ","E14001007","E09000017"
"7","Labour","Yes.I.voted","Labour","Dont.know",NA,"Female","25","North.West","White","Level.4","Rented.from.private.landlord","J","OL8 ","E14000871","E08000004"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","51","Scotland","White","Level.1","Owned.outright.by.household","G","ML1 ","S14000047","S12000044"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","44","North.West","White","Level.1.or.2","Owned.outright.by.household","M","CW7 ","E14000686","E06000050"
"10","Conservative","Yes.I.voted","UKIP","Leave","10","Male","58","South.West","White","Level.2","Owned.with.a.mortgage.or.loan","F","CM13 ","E14000594","E07000068"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","59","London","White","Level.4","Owned.with.a.mortgage.or.loan","H","DA14 ","E14000869","E09000004"
"10","Labour","Yes.I.voted","Green.Party",NA,NA,"Female","53","West.Midlands","White","Other","Being.bought.on.a.mortgage","L","SY11 ","E14000849","E06000051"
"10","Labour","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Remain","10","Male","Prefer.not.to.say","West.Midlands","White","0","Owned.outright.by.household","N","BH25 ","E14000828","E07000091"
"10","Conservative","Yes.I.voted","Labour","Dont.know","10","Male","63","Yorkshire.and.The.Humber","White","Level.2","Owned.outright.by.household","M","BD13 ","E14000588","E08000032"
"10","Labour","Yes.I.voted","Labour","Leave","10","Female","64","North.East","White","Level.1","Owned.outright.by.household","F","NE3 ","E14000833","E08000021"
"10","Labour","No.I.was.ineligible.to.vote.in.that.General.Election","0","Remain","10","Female","46","London","White","Level.4","Rented.from.private.landlord","A","SW16 ","E14000978","E09000022"
"10","Dont.know","No.I.chose.not.to.vote",NA,"Leave","Dont.know","Prefer.not.to.say","30","London","Prefer.not.to.say","0","Owned.outright.by.household","A","W12 ","E14000726","E09000013"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","60","Wales","White","No.qualifications","Rented.from.council/local.authority","L","NP26 ","W07000055","W06000021"
NA,"Would.not.vote","No.I.was.ineligible.to.vote.in.that.General.Election",NA,"Remain","10","Female","32","Scotland","Other.ethnic.group","Other","Rented.from.a.private.landlord.or.letting.agency","L","AB15 ","S14000002","S12000033"
"10","Labour","Yes.I.voted","Labour","Remain","7","Female","62","North.West","White","Level.2","Owned.with.a.mortgage.or.loan","M","L36 ","E14000775","E08000011"
"10","UKIP","Yes.I.voted","UKIP","Leave","9","Female","59","South.West","White","Level.2","Owned.with.a.mortgage.or.loan","M","SN2 ","E14000851","E06000030"
NA,"Labour","Yes.I.voted","Labour","Leave","6","Female","69","Wales","White","No.qualifications","Living.rent.free","L","SA10 ","W07000069","W06000012"
"Dont.know","UKIP","Yes.I.voted","UKIP","Leave","10","Female","49","East.of.England","White","Level.1.or.2","Being.bought.on.a.mortgage","H","SS7 ","E14000622","E07000069"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Labour","Remain","Dont.know","Male","36","Scotland","Asian/Asian.British","No.qualifications","Shared.ownership.part.owned.and.part.rented","O","G31 ","S14000032","S12000046"
NA,"Conservative","Yes.I.voted","Conservative","Dont.know","10","Male","40","London","White","0","Prefer.not.to.say","G","DA5 ","E14000869","E09000004"
"10","UKIP","Yes.I.voted","Conservative","Leave","10","Male","87","East.Midlands","White","Level.1","Owned.outright.by.household","I","OX5 ","E14000874","E07000177"
"1","Dont.know","No.I.chose.not.to.vote",NA,"Leave","10","Male","64","North.East","White","Level.2","Rented.from.a.private.landlord.or.letting.agency","I","RG25 ","E14000844","E07000089"
NA,"Conservative","Yes.I.voted","Conservative","Remain","10","Female","73","Scotland","White","No.qualifications","Owned.outright.by.household","L","EH47 ","S14000043","S12000040"
"9","Labour","Yes.I.voted","Labour","Dont.know",NA,"Female","62","Wales","White","Other","Prefer.not.to.say","F","SA12 ","W07000049","W06000012"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Female","47","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","E","LL65 ","W07000041","W06000001"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","61","South.West","White","Level.1","Owned.outright.by.household","D","PL33 ","E14000837","E06000052"
NA,"Would.not.vote","No.I.chose.not.to.vote",NA,"Leave","10","Male","48","Wales","White","Level.1","Owned.outright.by.household","O","SA1 ","W07000047","W06000011"
"10","UKIP","Yes.I.voted","Conservative","Leave","10","Female","66","North.West","White","Level.2","Owned.outright.by.household","F","WA5 ","E14001018","E06000007"
NA,"Labour","Yes.I.voted","Labour","Remain","10","Male","63","Wales","White","Level.1","Owned.outright.by.household","M","CF34 ","W07000074","W06000013"
"10","Conservative","Yes.I.voted","Conservative","Remain","10","Male","32","South.East","White","Other","Being.bought.on.a.mortgage","O","HP11 ","E14001056","E07000007"
"1","Liberal.Democrat","No.I.wanted.to.vote.but.was.unable.to.do.so",NA,"Dont.know","1","Female","21","South.West","White","Level.2","Social.housing.rented.other.than.from.council/local.authority","H","BS7 ","E14000702","E06000025"
"10","Dont.know","Yes.I.voted","Dont.remember","Dont.know","Dont.know","Female","53","Yorkshire.and.The.Humber","Prefer.not.to.say","0","Prefer.not.to.say","I","LS10 ","E14000777","E08000035"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Male","78","Wales","White","Level.1","Owned.with.a.mortgage.or.loan","L","RM7 ","E14000900","E09000016"
"10","Labour","Yes.I.voted","Labour","Remain",NA,"Male","30","South.East","Black/Black.British","Level.4","Being.bought.on.a.mortgage","M","SL3 ","E14000930","E06000039"
"0","None.-.wont.vote","No.I.chose.not.to.vote",NA,"Would.not.vote","0","Female","28","North.West","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","O","BL9 ","E14000612","E08000002"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Remain","10","Male","58","Scotland","White","Level.1","Owned.with.a.mortgage.or.loan","O","EH8 ","S14000022","S12000036"
NA,"Dont.know","Yes.I.voted","Dont.remember","Dont.know","5","Female","63","Scotland","White","Level.1","Owned.outright.by.household","D","KW14 ","S14000009","S12000017"
"10","Conservative","Yes.I.voted","Conservative","Leave","10","Female","77","South.East","White","Level.1.or.2","Owned.outright.by.household","C","DA13 ","E14000715","E07000109"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Female","62","West.Midlands","White","No.qualifications","Owned.outright.by.household","M","CV6 ","E14000649","E08000026"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Dont.know","Dont.know","Female","77","Scotland","White","No.qualifications","Owned.outright.by.household","L","AB12 ","S14000002","S12000033"
"10","Liberal.Democrat","No.I.wanted.to.vote.but.was.unable.to.do.so","blank","Leave","10","Female","63","West.Midlands","White","Other","Rented.from.private.landlord","J","TF4 ","E14000989","E06000020"
"10","UKIP","Yes.I.voted","UKIP","Leave","10","Male","48","Scotland","White","Level.1","Owned.outright.by.household","D","AB51 ","S14000037","S12000034"
"9","Labour","Yes.I.voted","Labour","Leave","7","Female","53","South.West","White","Level.1.or.2","Being.bought.on.a.mortgage","D","TR19 ","E14000964","E06000052"
"10","Conservative","Yes.I.voted","Conservative",NA,NA,"Female","56","Yorkshire.and.The.Humber","White","Other","Owned.outright.by.household","M","HX3 ","E14000723","E08000033"
"10","Labour","Yes.I.voted","Labour",NA,NA,"Male","69","Scotland","White","Other","Rented.from.Housing.Association","L","ML6 ","S14000003","S12000044"
"8","Labour","Yes.I.voted","Labour","Dont.know","5","Female","Prefer.not.to.say","North.West","White","Level.1","Rented.from.a.private.landlord.or.letting.agency","L","NR1 ","E14000864","E07000148"
NA,"Scottish.National.Party.SNP","Yes.I.voted","Scottish.National.Party.SNP","Leave","10","Male","59","Scotland","White","Other","Rented.from.a.private.landlord.or.letting.agency","O","G81 ","S14000059","S12000039"
